PROTEINA	PROTEINB
RPL2B	large
RPL2B	large
RPL2B	large
RPL2B	large
RPL2B	large
RPL2B	large
RPL2B	large
RPL3	large
RPL3	large
RPL3	large
RPL3	large
RPL3	large
RPL3	large
RPL3	large
RPL3	large
RPL3	large
RPL3	large
RPL3	large
RPL30	large
RPL30	large
RPL31A	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
RPL32	large
	
RPL32	protein
RPL32	protein
RPL32	protein
RPL32	protein
RPL32	protein
RPL32	protein L32.e
RPL34A	
RPL34A	
RPL34B	
RPL34B	
RPL34B	
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35A	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL35B	protein
RPL39	protein
RPL39	protein
RPL39	protein
RPL39	protein L39.e
RPL43A	
RPL4A	
RPL4B	
RPL4B	
RPL4B	
RPL4B	
RPL4B	
RPL4B	
RPL4B	
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL5	protein
RPL7A	protein
RPL7A	protein L7.e.A
	
RPL7B	RPL25
RPL9A	RPL5
RPL9A	RPL26A
RPL9A	RPL10
RPL9A	RPL25
RPL9A	RPL3
RPL9A	RPL19A
RPL9A	RPL19B
RPL9B	RPL26A
RPL9B	RPL10
RPL9B	RPL19B
RPL9B	RPL19A
RPN10	RPN7
RPN10	RPT1
RPN10	RPT4
RPN10	RPN8
RPN11	RPN8
RPN11	RPT1
RPN11	RPT6
RPN11	RPN12
RPN11	RPN10
RPN12	RPN7
RPN12	RPT6
RPN12	RPN10
RPN12	RPN8
RPN12	RPT4
RPN12	RPT5
RPN12	RPT1
RPN3	RPN7
RPN3	RPN12
RPN3	RPN10
RPN3	RPT1
RPN3	RPN11
RPN5	RPN7
RPN5	RPN8
RPN5	RPT4
RPN5	RPT5
RPN5	RPN10
RPN5	RPT6
RPN5	RPN6
RPN5	RPT2
RPN5	RPT3
RPN5	RPN9
RPN5	RPN3
RPN5	RPN11
RPN5	RPN12
RPN5	RPN1
RPN5	RPT1
RPN6	RPN7
RPN6	RPN8
RPN6	RPT4
RPN6	RPT5
RPN6	RPN10
RPN6	RPN12
RPN6	RPT2
RPN6	RPT3
RPN6	RPN9
RPN6	RPN3
RPN6	RPN11
RPN6	RPT6
RPN6	RPT1
RPN9	RPN8
RPN9	RPN12
RPN9	RPN10
RPN9	RPT1
RPO21	RPB9
RPO21	RPB7
RPO21	CEG1
RPO26	RPB10
RPO26	RPB3
RPO31	RPC82
RPO31	RET1
RPO31	RPB8
RPO31	RPC40
RPO31	RPO26
RPP0	YLR287C
RPP0	YGL068W
RPP1A	RPP0
RPP1B	RPP0
RPP1B	RPP2B
RPP2B	RPP0
RPS14B	RPS15
RPS14B	RPS3
RPS14B	RPS20
RPS14B	RPS2
RPS14B	RPS5
RPS15	RPS23B
RPS15	RPS3
RPS15	RPS29A
RPS15	RPS4A
RPS15	RPS20
RPS15	RPS11B
	
RPS15	RPS14A
RPS15	RPS16B
RPS15	RPS29B
RPS15	RPS11A
RPS15	RPS18A
RPS15	RPS2
RPS15	RPS23A
RPS15	RPS5
RPS15	RPS22B
RPS15	RPS18B
RPS16A	RPS15
RPS16A	RPS3
RPS16A	RPS2
RPS18A	RPS5
RPS18A	RPS20
RPS1A	RPS13
RPS1B	RPS13
RPS2	RPS23B
RPS2	RPS18B
RPS2	RPS22B
RPS2	RPS20
RPS2	RPS5
RPS2	RPS4A
RPS2	RPS29A
RPS2	RPS18A
RPS2	RPS11B
RPS2	RPS14A
RPS2	RPS16B
RPS2	RPS29B
RPS2	RPS11A
RPS20	RPS23B
RPS20	RPS29B
RPS20	RPS11B
RPS20	RPS14A
RPS20	RPS11A
RPS20	RPS18B
RPS20	RPS29A
RPS20	RPS22B
RPS22A	RPS15
RPS22A	RPS20
RPS22A	RPS2
RPS22A	RPS4B
RPS22A	RPS3
RPS22A	RPS4A
RPS22A	RPS5
RPS23A	RPS5
RPS23A	RPS20
RPS23A	RPS2
RPS24A	RPS31
RPS24B	RPS31
RPS3	RPS23B
RPS3	RPS18B
RPS3	RPS22B
RPS3	RPS5
RPS3	RPS23A
RPS3	RPS18A
RPS3	RPS11B
RPS3	RPS9B
RPS3	RPS14A
RPS3	RPS16B
RPS3	RPS29B
RPS3	RPS11A
RPS3	RPS2
RPS3	RPS20
RPS3	RPS4A
RPS3	RPS29A
RPS4A	RPS29A
RPS4A	RPS29B
RPS4A	RPS22B
RPS4A	RPS11A
RPS4A	RPS11B
RPS4B	RPS15
RPS4B	RPS22B
RPS4B	RPS2
RPS4B	RPS29A
RPS4B	RPS3
RPS4B	RPS11A
RPS4B	RPS11B
RPS4B	RPS29B
RPS5	RPS23B
RPS5	RPS18B
RPS5	RPS22B
RPS5	RPS11A
RPS5	RPS14A
RPS5	RPS11B
RPS5	RPS29B
RPS5	RPS20
RPS5	RPS29A
RPS9A	RPS3
RPT1	RPN7
RPT1	RPT5
RPT1	RPT4
	
RPT1	RPN8
RPT2	RPT1
RPT2	RPN10
RPT2	RPN11
RPT2	RPT3
RPT2	RPN12
RPT3	RPN7
RPT3	RPN1
RPT3	RPN9
RPT3	RPN3
RPT3	RPN11
RPT3	RPN12
RPT3	NAS6
RPT3	RPN10
RPT3	RPN8
RPT3	RPT4
RPT3	RPT5
RPT3	RPT1
RPT4	RPT5
RPT6	GAL4
RPT6	RPN10
RPT6	RPT1
RRI1	CSI1
RRN10	RRN9
RRN11	RRN7
RRN6	RRN11
RRN6	RRN7
RRP4	DIS3
RRP4	RRP42
RRP42	DIS3
RRP42	SKI6
RRP42	RRP45
RRP42	RRP46
RRP43	DIS3
RRP43	RRP45
RRP43	RRP42
RRP43	RRP46
RRP43	RRP4
RRP43	SKI6
RRP45	DIS3
RRP45	SKI6
RRP45	RRP46
RRP45	MTR3
RRP45	RRP4
	
RRP45	RRP40
RRP46	DIS3
RRP46	RRP4
	
RRP46	RRP40
RRP46	SKI6
RSC6	SFH1
RSC6	RSC8
RSC8	SFH1
RSC8	STH1
RSE1	SPC24
RTG3	RTG1
RVB1	RVB2
RVS161	RVS167
RVS167	LAS17
RVS167	ACT1
SAC2	VPS53
SAC6	ACT1
SAP1	SPT2
SAP30	SIN3
SAP30	RPD3
SAR1	EMP24
SBA1	HSP82
SBP1	GAR1
SCL1	PRE2
SCL1	PRE9
SCL1	PRE10
SCL1	PRE6
SCL1	PRE5
SCL1	PRE3
SCL1	PRE8
SCO1	COX2
SDC25	RAS2
SDC25	CDC25
SDH2	SDH3
SDH2	SDH1
SEC1	MSO1
SEC10	SEC8
SEC13	SEC16
SEC15	SEC10
SEC16	SEC23
SEC16	SEC31
SEC17	VAM3
SEC17	SEC18
SEC17	TLG1
SEC17	SEC9
SEC17	VTI1
	
SEC17	NYV1
SEC17	TLG2
SEC17	GOS1
SEC20	SEC22
SEC20	TIP20
SEC22	SEC23
SEC22	SAR1
SEC22	UFE1
SEC22	BOS1
SEC23	SEC24
SEC23	EMP24
SEC24	SEC22
SEC24	EMP24
SEC24	SEC31
SEC26	SEC27
SEC26	RET2
SEC27	RET3
SEC27	SEC21
SEC27	SEC28
SEC31	SEC23
SEC31	SEC13
SEC34	SEC35
SEC4	DSS4
SEC4	SEC2
SEC63	SEC62
SEC65	SRP54
SEC66	SEC62
SEC66	SEC63
SEC66	SEC72
SEC72	SEC62
SEC9	SRO7
SEC9	SNC2
SEC9	SSO2
SEC9	SSO1
SED4	SEC16
SED5	VTI1
SED5	SEC22
SEH1	SEC13
SEH1	NUP145
SEH1	NUP85
SEN15	SEN54
SEN15	SEN2
SEN2	SEN54
SEN34	SEN54
SEN34	SEN15
SEN34	SEN2
SER3	SER33
SET1	MEC3
SFH1	STH1
SFT1	SED5
SFT1	YKT6
SHO1	PBS2
SHS1	CDC3
SHS1	GIN4
SIC1	CLB5
SIF2	YIL112W
SIF2	SIR4
SIK1	NOP58
SIN3	STB1
SIN4	MED7
SIN4	RGR1
SIP1	SNF4
SIP1	SNF1
SIP2	SNF4
SIR1	ORC1
SIR2	NET1
SIR2	SIR4
SIR3	RAP1
SIR4	RAP1
SIR4	YKU70
SIR4	UBP3
SIR4	SIR3
SIT4	TAP42
SIT4	SAP185
SIT4	SAP155
SIT4	SAP190
SKI6	DIS3
SKI6	RRP4
	
SKI6	RRP40
SKP1	SGT1
SKP1	YLR097C
SKP1	BIR1
SKP1	CDC4
SKP1	MET30
SKP1	GRR1
SKP1	YLR352W
SKP1	YNL311C
SKP1	UFO1
SKP1	CTF13
SKT5	BNI4
SKT5	CHS3
	
SLA1	LAS17
SLA1	YSC84
SLA1	VRP1
SLA2	LAS17
SLI15	IPL1
SLT2	MKK2
SLT2	MKK1
SLT2	SDP1
SLU7	PRP18
SLY1	SED5
SMC1	TRF4
SMC1	SMC2
SMC1	SMC3
SMC1	TID3
SMC1	IRR1
SMC2	TRF4
SMC2	TID3
SMD1	STO1
SMD1	SLU7
SMD1	PRP39
SMD1	YHC1
SMD1	SMD3
SMD1	PRP31
SMD3	SNU66
SMD3	STO1
SME1	PRP4
SMK1	QCR2
SNC1	SSO1
SNC1	SEC9
SNC1	TLG1
SNC1	SEC17
SNF1	HIR2
SNF1	SNF4
SNF1	SIP4
SNF1	SIP3
SNF1	SIP2
SNF1	GAL83
SNF2	SNF11
SNF5	SWI1
SNF5	SNF2
SNF5	ARP9
SNF5	SNF6
SNF5	SWI3
SNF5	SNF12
SNF5	ANC1
SNP1	CBC2
SNP1	YHC1
SNP1	PRP40
SNP1	PRP39
SNP1	STO1
SNU66	PRP4
SPA2	MKK2
SPA2	STE11
SPA2	BUD6
SPA2	MKK1
SPB1	NOP58
SPB1	NOP1
SPC19	SPC34
SPC19	TID3
SPC24	ASN1
SPC24	MRE11
SPC24	YOL034W
SPC24	RPA135
SPC24	TLG2
SPC24	NOC2
SPC25	SPC24
SPC42	NUF1
SPC72	SPC98
SPC72	STU2
SPC72	SPC97
SPC97	SPC98
SPC97	TUB4
SPH1	MKK2
SPH1	MKK1
SPH1	STE11
SPH1	BUD6
SPO12	YPR152C
SPO12	MEC3
SPO12	BAT2
SPO12	YLR016C
SPO12	YLR132C
SPO12	YPR118W
SPO12	SET2
SPO7	NEM1
SPO71	SPC24
SPP381	PRP4
SPP381	PRP31
SPP381	PRP38
SPP41	FPR1
SPT15	TOA1
SPT15	KAP114
SPT15	SPT20
	
SPT15	TOA2
SPT15	TAF145
SPT15	BRF1
SPT16	CTF4
SPT16	POB3
SPT16	POL1
SPT2	CDC23
SPT20	GCN5
SPT20	ADA2
SPT20	TAF61
SPT20	TAF90
SPT3	SPT20
SPT3	SPT15
SPT3	TAF25
SPT3	TAF90
SPT3	TAF61
SPT3	NGG1
SPT7	HFI1
SPT7	SPT20
SPT7	SPT8
SPT7	GCN5
SPT7	ADA2
SPT7	NGG1
SPT7	TAF61
SPT7	TAF90
SPT7	TAF25
SPT7	SPT3
SPT7	TAF60
SPT7	TRA1
SPT7	TAF17
SPT8	SPT20
SPT8	TAF61
SPT8	TAF90
SPT8	TAF25
SPT8	TRA1
SPT8	ADA2
SPT8	SPT3
SPT8	NGG1
SPT8	GCN5
SQT1	RPL10
SRB2	MED7
SRB2	MED8
SRB4	MED4
SRB4	MED7
SRB4	MED6
SRB4	PGD1
SRB4	MED11
SRB5	MED7
SRB6	NUT2
SRB6	CSE2
SRB6	MED2
SRB6	SRB7
SRB6	SRB4
SRB6	NUT1
SRB6	PGD1
SRB6	SRB5
SRB6	SRB2
SRB6	MED6
SRB6	RGR1
SRB6	MED11
SRB6	SIN4
SRB6	MED7
SRB6	MED4
SRB6	GAL11
SRB7	MED4
SRB7	MED7
SRB8	SSN8
SRM1	YRB2
SRM1	CRM1
SRO77	SEC9
SRP1	CBC2
SRP1	NUP1
SRP101	SRP102
SRP14	SRP54
SRP14	SRP21
SRP21	SRP54
SRP68	SRP54
SRP72	SRP54
SSA1	HSP82
SSA1	YDJ1
SSA1	CLN3
SSA1	CDC25
SSA2	CDC25
SSA3	CDC25
SSA4	CDC25
SSC1	MGE1
SSK1	SSK2
SSK22	SPC24
SSK22	SSK1
SSN3	SSN8
SSS1	SEC61
STB2	SIN3
	
STB3	SIN3
STB4	SIN3
STB5	SIN3
STE11	HSP82
STE11	STE5
STE11	HSC82
STE11	STE4
STE12	DIG1
STE18	STE4
STE18	STE11
STE20	CDC42
STE23	GAR1
STE23	NOP10
STE23	NHP2
STE5	STE4
STE5	PMD1
STE5	AKR1
STE5	OKP1
STE50	STE4
STE50	SPC24
STE50	STE11
STE50	STE5
STE7	SPH1
STE7	STE5
STE7	KSS1
STE7	SPA2
STI1	HSP82
STO1	BRR1
STO1	CBC2
STS1	SRP1
STS1	RPN11
STT3	OST1
STU2	BIK1
STV1	VMA6
STV1	VMA8
STV1	TFP1
SUB1	SUA7
SUI1	PRT1
SUI2	SUI3
SUP35	NAM7
SUP35	HSP104
SUP45	NAM7
SUP45	SUP35
SWA2	CLC1
SWD1	SWD3
SWI3	SNF2
SWI4	CLB2
SWI4	SWI6
SWI5	DMC1
SWP1	STT3
SXM1	NUP1
SXM1	RPL25
SXM1	NUP159
SXM1	NSP1
SYF1	YJU2
SYG1	STE4
TAD2	TIS11
TAF145	TAF60
TAF145	TAF61
TAF145	TSM1
TAF17	SPT20
TAF17	TAF61
TAF17	NGG1
TAF17	SPT3
TAF17	ADA2
TAF17	GCN5
TAF17	TAF145
TAF17	SPT8
TAF17	TRA1
TAF19	TAF47
TAF19	TAF40
TAF19	TAF145
TAF19	TAF67
TAF19	TAF17
TAF25	YPR115W
TAF25	PRP40
TAF25	ECM22
TAF25	TAF19
TAF25	TAF40
TAF25	TAF17
TAF25	RAP1
TAF25	SPT20
TAF25	CLP1
TAF25	ANC1
TAF25	ADA2
TAF25	PRP22
TAF25	SPT15
TAF25	RIM15
TAF25	TAF60
TAF25	ASK10
TAF25	GCN5
TAF25	TAF145
	
TAF25	
TAF25	
TAF25	
TAF25	
TAF25	
TAF25	
TAF40	
TAF47	
TAF60	
TAF60	
TAF60	
TAF60	
TAF60	
TAF60	
TAF60	
TAF61	
TAF61	
TAF61	
TAF90	
TAF90	
TAF90	
TAF90	
TAF90	
TAF90	
TAF90	
TAF90	
TAF90	
TAF90	
TCM62	
TCM62	
TCM62	
TCP1	
TEF1	
TEF2	
TEF2	
TEF2	
TFA1	
TFB1	
TFB1	
TFB1	
TFB3	
TFB3	
TFC1	
TFC1	
TFC1	
TFC3	
TFC3	
TFC4	
TFC8	
TFP1	
TFP1	
TFP3	
TFP3	
TFP3	
TFP3	
TID3	
TID3	
TIF11	
TIF34	
TIF34	
TIF35	
TIF35	
TIF4631	
TIF4631	
TIF4631	
TIF4632	
TIM17	
TIM22	
TIM44	
TIM54	
TIM54	
TIM54	
TIP20	
TIP20	
TLG1	
TLG1	
TLG2	
TOA2	
TOF1	
TOF2	
TOM20	
TOM20	
TOM20	
TOM20	
TOM40	
TOM40	
TOM40	
TOM40	
TOM40	
TOM7	
TOM70	specialized import receptor
TOM70	specialized import receptor
	
TOP2	CKA2
TOP2	CKB2
TOP3	SGS1
TPD3	RTS1
TPD3	PPH21
TPK1	TPK2
TPK1	TPK3
TPK3	TPK2
TPS1	TPS3
TPS1	TSL1
TPS1	TPS2
TPS2	TPS3
TPS2	TSL1
TRA1	HFI1
TRA1	ESA1
TRA1	TAF90
TRA1	TAF61
TRA1	TAF25
TRA1	NGG1
TRA1	SPT3
TRA1	ADA2
TRA1	TAF60
TRA1	SPT20
TRP2	TRP3
TRS120	BET3
TRS120	TRS23
TRS120	GSG1
TRS130	BET5
TRS130	TRS120
TRS130	GSG1
TRS130	TRS23
TRS130	TRS31
TRS130	KRE11
TRS20	TRS33
TRS20	BET3
TRS20	TRS31
TRS20	TRS23
TRS20	GSG1
TRS20	TRS120
TRS20	KRE11
TRS20	BET5
TRS20	TRS130
TRS23	BET3
TRS31	BET3
TRS31	TRS120
TRS31	GSG1
TRS31	TRS23
TRS33	TRS130
TRS33	KRE11
TRS33	TRS120
TRS33	GSG1
TRS33	TRS23
TRS33	TRS31
TRS33	BET5
TSL1	TPS3
TSM1	ANC1
TSM1	TAF40
TSM1	TAF60
TUB1	ADH1
TUB1	AUT2
TUB2	RBL2
TUB2	TUB1
TUB2	AUT2
TUB4	SPC98
TUB4	GIM3
TUB4	GIM5
UBA2	AOS1
UBA2	PAP1
UBA2	UFD1
UBC6	QRI8
UBC8	QRI8
UBC9	SMT3
UFD1	PAP1
UFE1	SEC20
ULA1	UBA3
UME6	SIN3
UME6	RIM11
UME6	IME1
UPF3	NMD2
URK1	YDR020C
UTP18	UTP21
VAB2	VAC8
VAC8	APG13
VAC8	NVJ1
VAC8	ACT1
VAM6	VPS41
VAM7	VAM3
VAN1	MNN9
VMA2	TFP3
VMA2	VPH1
VMA2	VMA4
VMA2	STV1
	
VMA2	VMA5
VMA2	PPA1
VMA2	CUP5
VMA2	TFP1
VMA2	VMA8
VMA2	VMA7
VMA2	VMA10
VMA2	VMA6
VMA22	VPH1
VMA22	VPH2
VMA4	VPH1
VMA4	TFP1
VMA4	CUP5
VMA4	PPA1
VMA4	STV1
VMA6	VMA4
VMA6	PPA1
VMA6	CUP5
VMA6	VMA8
VMA6	TFP1
VMA7	VMA13
VMA7	VMA6
VMA7	PPA1
VMA7	CUP5
VMA7	VMA10
VMA7	STV1
VMA7	TFP3
VMA7	VMA4
VMA7	VPH1
VMA8	VMA13
VMA8	CUP5
VMA8	VMA4
VMA8	VMA5
VMA8	VMA7
VPH1	VMA6
VPH1	VMA8
VPH1	TFP1
VPH2	VPH1
VPS15	VPS34
VPS16	VPS33
VPS24	SNF7
VPS29	VPS35
VPS30	VPS38
VPS30	VPS34
VPS33	VAM3
VPS35	VPS17
VPS35	VPS5
VPS35	PEP8
VPS38	VPS34
VPS4	SNF7
VPS45	PEP12
VPS45	TLG2
VPS5	VPS17
VRP1	LAS17
VTI1	VAM3
VTI1	TLG2
VTI1	PEP12
WBP1	SWP1
WBP1	OST1
WBP1	STT3
XRS2	RAD50
XRS2	MRE11
YAP1801	PAN1
YAP1802	PAN1
YBL046W	PSY2
YBR216C	YAP1
YBR270C	NMD2
YCK1	YCK2
YCK3	STE11
YCK3	YCK1
YDR152W	YGR173W
YDR267C	SPO12
YDR412W	GLC7
YEF3	TEF1
YEL015W	DCP2
YEL015W	LSM8
YFR011C	RPC19
YFR046C	SPC24
YGL220W	GRX4
YGR250C	SGN1
YGR263C	DCI1
YHC1	STO1
YHC1	PRP39
YIL163C	BEM4
YKE2	GIM5
YKE2	TUB4
YKT6	VTI1
YKT6	SED5
YKU80	YKU70
YLR419W	SPC24
YNG2	TRA1
YNK1	TEM1
	
YPD1	SSK1
YPD1	SLN1
YPT1	DSS4
YPT1	YIP1
YPT1	SED5
YPT10	MRS6
YPT31	DSS4
YPT31	YIP1
YRB2	GSP1
YSH1	YTH1
YSH1	PFS2
YTA6	YPL004C
ZTA1	STE5
